date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:52:41	6058/6058	---M--	200	added ('OK')	text/javascript	etag:W/%226058-1732565397016%22	https://asistenciawebv2.grupokonecta.co:8443/ClickToCallSura/js/poa.widget.js	C:/My%20Web%20Sites/sura/asistenciawebv2.grupokonecta.co_8443/ClickToCallSura/js/poa.widget.js	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:42	5270/5270	---MCZ	200	added ('OK')	text/css	etag:W/%22a8b93cd7%22	https://www.sura.co/o/layout-common-styles/main.css?plid=4554&segmentsExperienceId=4789650&t=17419010598981740424274726	C:/My%20Web%20Sites/sura/www.sura.co/o/layout-common-styles/main9ce7.css	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:42	118176/118176	---M--	200	added ('OK')	image/png	etag:%224c0cc898%22	https://www.sura.co/o/adaptive-media/image/5393284/Thumbnail-300x300/banner-carro-desktop-1.png?t=1741868987136	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/5393284/Thumbnail-300x300/banner-carro-desktop-138ff.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:43	1006240/1006240	---M--	200	added ('OK')	image/png	etag:%2213c81f62%22	https://www.sura.co/o/adaptive-media/image/5393284/Preview-1000x0/banner-carro-desktop-1.png?t=1741868987136	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/5393284/Preview-1000x0/banner-carro-desktop-138ff.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:43	100398/100398	---M--	200	added ('OK')	image/png	etag:%2272f096b6%22	https://www.sura.co/o/adaptive-media/image/5393297/Thumbnail-300x300/banner-carro-mobile-1.png?t=1741869020893	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/5393297/Thumbnail-300x300/banner-carro-mobile-11124.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:44	853426/853426	---M--	200	added ('OK')	image/png	etag:%222ae305af%22	https://www.sura.co/o/adaptive-media/image/5393297/Preview-1000x0/banner-carro-mobile-1.png?t=1741869020893	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/5393297/Preview-1000x0/banner-carro-mobile-11124.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:44	4859/4859	---M--	200	added ('OK')	image/png	etag:%22c39fa92a%22	https://www.sura.co/o/adaptive-media/image/4735410/Preview-1000x0/Preventiva_Desktop+(1).png?t=1714774522876	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735410/Preview-1000x0/Preventiva_Desktop%20(1)d29a.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:44	4859/4859	---M--	200	added ('OK')	image/png	etag:%22c39fa92a%22	https://www.sura.co/o/adaptive-media/image/4735410/Thumbnail-300x300/Preventiva_Desktop+(1).png?t=1714774522876	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735410/Thumbnail-300x300/Preventiva_Desktop%20(1)d29a.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:45	7276/7276	---M--	200	added ('OK')	image/png	etag:%2211baae0c%22	https://www.sura.co/o/adaptive-media/image/4735402/Thumbnail-300x300/Preventiva_Mobile+(1).png?t=1714774523220	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735402/Thumbnail-300x300/Preventiva_Mobile%20(1)c8e6.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:45	5922/5922	---M--	200	added ('OK')	image/png	etag:%227bb6a30a%22	https://www.sura.co/o/adaptive-media/image/4735402/Preview-1000x0/Preventiva_Mobile+(1).png?t=1714774523220	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735402/Preview-1000x0/Preventiva_Mobile%20(1)c8e6.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:45	4461/4461	---M--	200	added ('OK')	image/png	etag:%22f2ae4ab6%22	https://www.sura.co/o/adaptive-media/image/4735381/Preview-1000x0/Experta_Desktop+(1).png?t=1714774522511	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735381/Preview-1000x0/Experta_Desktop%20(1)b01c.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:46	4461/4461	---M--	200	added ('OK')	image/png	etag:%22f2ae4ab6%22	https://www.sura.co/o/adaptive-media/image/4735381/Thumbnail-300x300/Experta_Desktop+(1).png?t=1714774522511	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735381/Thumbnail-300x300/Experta_Desktop%20(1)b01c.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:46	8583/8583	---M--	200	added ('OK')	image/png	etag:%22ab8d3f6d%22	https://www.sura.co/o/adaptive-media/image/4735373/Thumbnail-300x300/Experta__Mobile+(1).png?t=1714774522135	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735373/Thumbnail-300x300/Experta__Mobile%20(1)72af.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:46	5284/5284	---M--	200	added ('OK')	image/png	etag:%22f4f56eb5%22	https://www.sura.co/o/adaptive-media/image/4735373/Preview-1000x0/Experta__Mobile+(1).png?t=1714774522135	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735373/Preview-1000x0/Experta__Mobile%20(1)72af.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:47	4565/4565	---M--	200	added ('OK')	image/png	etag:%221323b735%22	https://www.sura.co/o/adaptive-media/image/4735299/Preview-1000x0/Descuento_Desktop+(1).png?t=1714774523549	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735299/Preview-1000x0/Descuento_Desktop%20(1)f85d.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:47	4565/4565	---M--	200	added ('OK')	image/png	etag:%221323b735%22	https://www.sura.co/o/adaptive-media/image/4735299/Thumbnail-300x300/Descuento_Desktop+(1).png?t=1714774523549	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735299/Thumbnail-300x300/Descuento_Desktop%20(1)f85d.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:48	7257/7257	---M--	200	added ('OK')	image/png	etag:%228b0e23a0%22	https://www.sura.co/o/adaptive-media/image/4735291/Thumbnail-300x300/Descuento_Mobile+(1).png?t=1714774523931	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735291/Thumbnail-300x300/Descuento_Mobile%20(1)1db9.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:48	5203/5203	---M--	200	added ('OK')	image/png	etag:%22ec5ce641%22	https://www.sura.co/o/adaptive-media/image/4735291/Preview-1000x0/Descuento_Mobile+(1).png?t=1714774523931	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735291/Preview-1000x0/Descuento_Mobile%20(1)1db9.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:48	4923/4923	---M--	200	added ('OK')	image/png	etag:%22d816b915%22	https://www.sura.co/o/adaptive-media/image/4735499/Preview-1000x0/Terceros_Mobile.png?t=1714774801974	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735499/Preview-1000x0/Terceros_Mobilec335.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:49	4923/4923	---M--	200	added ('OK')	image/png	etag:%22d816b915%22	https://www.sura.co/o/adaptive-media/image/4735499/Thumbnail-300x300/Terceros_Mobile.png?t=1714774801974	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735499/Thumbnail-300x300/Terceros_Mobilec335.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:49	9587/9587	---M--	200	added ('OK')	image/png	etag:%2211158ebe%22	https://www.sura.co/o/adaptive-media/image/4735491/Thumbnail-300x300/Terceros_Desktop.png?t=1714774801643	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735491/Thumbnail-300x300/Terceros_Desktop1d4e.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:49	5672/5672	---M--	200	added ('OK')	image/png	etag:%22aee9a994%22	https://www.sura.co/o/adaptive-media/image/4735491/Preview-1000x0/Terceros_Desktop.png?t=1714774801643	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735491/Preview-1000x0/Terceros_Desktop1d4e.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:49	4030/4030	---M--	200	added ('OK')	image/png	etag:%22453086b6%22	https://www.sura.co/o/adaptive-media/image/4735448/Preview-1000x0/Defensa_Desktop.png?t=1714774799590	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735448/Preview-1000x0/Defensa_Desktop004d.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:50	4030/4030	---M--	200	added ('OK')	image/png	etag:%22453086b6%22	https://www.sura.co/o/adaptive-media/image/4735448/Thumbnail-300x300/Defensa_Desktop.png?t=1714774799590	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735448/Thumbnail-300x300/Defensa_Desktop004d.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:50	6097/6097	---M--	200	added ('OK')	image/png	etag:%22aab6049%22	https://www.sura.co/o/adaptive-media/image/4735440/Thumbnail-300x300/Defensa_Mobile.png?t=1714774799919	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735440/Thumbnail-300x300/Defensa_Mobilef04a.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:51	4450/4450	---M--	200	added ('OK')	image/png	etag:%229603c74b%22	https://www.sura.co/o/adaptive-media/image/4735440/Preview-1000x0/Defensa_Mobile.png?t=1714774799919	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735440/Preview-1000x0/Defensa_Mobilef04a.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:51	6661/6661	---M--	200	added ('OK')	image/png	etag:%223ca0b243%22	https://www.sura.co/o/adaptive-media/image/4732797/Preview-1000x0/Grua_Desktop.png?t=1714774800257	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4732797/Preview-1000x0/Grua_Desktopacde.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:51	6661/6661	---M--	200	added ('OK')	image/png	etag:%223ca0b243%22	https://www.sura.co/o/adaptive-media/image/4732797/Thumbnail-300x300/Grua_Desktop.png?t=1714774800257	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4732797/Thumbnail-300x300/Grua_Desktopacde.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:52	12397/12397	---M--	200	added ('OK')	image/png	etag:%22c9fc4baa%22	https://www.sura.co/o/adaptive-media/image/4732789/Thumbnail-300x300/Grua_Mobile.png?t=1714774800637	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4732789/Thumbnail-300x300/Grua_Mobilee5b1.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:52	7997/7997	---M--	200	added ('OK')	image/png	etag:%228008082c%22	https://www.sura.co/o/adaptive-media/image/4732789/Preview-1000x0/Grua_Mobile.png?t=1714774800637	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4732789/Preview-1000x0/Grua_Mobilee5b1.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:52	4050/4050	---M--	200	added ('OK')	image/png	etag:%22db945985%22	https://www.sura.co/o/adaptive-media/image/4735676/Preview-1000x0/Juridica_Desktop.png?t=1714774800978	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735676/Preview-1000x0/Juridica_Desktopdc12.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:53	4050/4050	---M--	200	added ('OK')	image/png	etag:%22db945985%22	https://www.sura.co/o/adaptive-media/image/4735676/Thumbnail-300x300/Juridica_Desktop.png?t=1714774800978	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735676/Thumbnail-300x300/Juridica_Desktopdc12.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:53	7235/7235	---M--	200	added ('OK')	image/png	etag:%22407cb41a%22	https://www.sura.co/o/adaptive-media/image/4735668/Thumbnail-300x300/Juridica_Mobile.png?t=1714774801302	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735668/Thumbnail-300x300/Juridica_Mobile32af.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:53	4733/4733	---M--	200	added ('OK')	image/png	etag:%229ed4b737%22	https://www.sura.co/o/adaptive-media/image/4735668/Preview-1000x0/Juridica_Mobile.png?t=1714774801302	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735668/Preview-1000x0/Juridica_Mobile32af.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:54	3041/3041	---M--	200	added ('OK')	image/png	etag:%2259e0f647%22	https://www.sura.co/o/adaptive-media/image/4732944/Preview-1000x0/Cerrajeria_Desktop.png?t=1714774802314	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4732944/Preview-1000x0/Cerrajeria_Desktope803.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:54	3041/3041	---M--	200	added ('OK')	image/png	etag:%2259e0f647%22	https://www.sura.co/o/adaptive-media/image/4732944/Thumbnail-300x300/Cerrajeria_Desktop.png?t=1714774802314	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4732944/Thumbnail-300x300/Cerrajeria_Desktope803.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:54	4355/4355	---M--	200	added ('OK')	image/png	etag:%2216e2c6d5%22	https://www.sura.co/o/adaptive-media/image/4732936/Thumbnail-300x300/Cerrajeria_Mobile.png?t=1714774802655	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4732936/Thumbnail-300x300/Cerrajeria_Mobile2d11.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:55	3483/3483	---M--	200	added ('OK')	image/png	etag:%22db25626b%22	https://www.sura.co/o/adaptive-media/image/4732936/Preview-1000x0/Cerrajeria_Mobile.png?t=1714774802655	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4732936/Preview-1000x0/Cerrajeria_Mobile2d11.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:55	4157/4157	---M--	200	added ('OK')	image/png	etag:%2220a51494%22	https://www.sura.co/o/adaptive-media/image/4733155/Preview-1000x0/Conductor_Desktop.png?t=1714774798913	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4733155/Preview-1000x0/Conductor_Desktop928c.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:56	4157/4157	---M--	200	added ('OK')	image/png	etag:%2220a51494%22	https://www.sura.co/o/adaptive-media/image/4733155/Thumbnail-300x300/Conductor_Desktop.png?t=1714774798913	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4733155/Thumbnail-300x300/Conductor_Desktop928c.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:56	9428/9428	---M--	200	added ('OK')	image/png	etag:%22556e1f6c%22	https://www.sura.co/o/adaptive-media/image/4733147/Thumbnail-300x300/Conductor_Mobile.png?t=1714774799264	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4733147/Thumbnail-300x300/Conductor_Mobileee4b.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:56	5840/5840	---M--	200	added ('OK')	image/png	etag:%22bd076fee%22	https://www.sura.co/o/adaptive-media/image/4733147/Preview-1000x0/Conductor_Mobile.png?t=1714774799264	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4733147/Preview-1000x0/Conductor_Mobileee4b.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:56	9466/9466	---M--	200	added ('OK')	image/png	etag:%22d38613b1%22	https://www.sura.co/o/adaptive-media/image/4735343/Thumbnail-300x300/Bancos_Mobile.png?t=1714775489228	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735343/Thumbnail-300x300/Bancos_Mobile749d.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:57	6024/6024	---M--	200	added ('OK')	image/png	etag:%22afe71325%22	https://www.sura.co/o/adaptive-media/image/4735343/Preview-1000x0/Bancos_Mobile.png?t=1714775489228	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735343/Preview-1000x0/Bancos_Mobile749d.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:57	5971/5971	---M--	200	added ('OK')	image/png	etag:%22530aabdc%22	https://www.sura.co/o/adaptive-media/image/4736084/Preview-1000x0/Cuenta_Desktop.png?t=1714775489586	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4736084/Preview-1000x0/Cuenta_Desktopd0b7.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:58	5971/5971	---M--	200	added ('OK')	image/png	etag:%22530aabdc%22	https://www.sura.co/o/adaptive-media/image/4736084/Thumbnail-300x300/Cuenta_Desktop.png?t=1714775489586	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4736084/Thumbnail-300x300/Cuenta_Desktopd0b7.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:58	9095/9095	---M--	200	added ('OK')	image/png	etag:%2211b1f1c3%22	https://www.sura.co/o/adaptive-media/image/4736076/Thumbnail-300x300/Cuenta_Mobile.png?t=1714775486313	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4736076/Thumbnail-300x300/Cuenta_Mobile6046.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:58	6146/6146	---M--	200	added ('OK')	image/png	etag:%22fe9883e8%22	https://www.sura.co/o/adaptive-media/image/4736076/Preview-1000x0/Cuenta_Mobile.png?t=1714775486313	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4736076/Preview-1000x0/Cuenta_Mobile6046.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:59	5933/5933	---M--	200	added ('OK')	image/png	etag:%226b413f4f%22	https://www.sura.co/o/adaptive-media/image/4735714/Preview-1000x0/Debito_Desktop.png?t=1714775486684	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735714/Preview-1000x0/Debito_Desktop9643.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:59	5933/5933	---M--	200	added ('OK')	image/png	etag:%226b413f4f%22	https://www.sura.co/o/adaptive-media/image/4735714/Thumbnail-300x300/Debito_Desktop.png?t=1714775486684	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735714/Thumbnail-300x300/Debito_Desktop9643.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:52:59	9996/9996	---M--	200	added ('OK')	image/png	etag:%22461fbb73%22	https://www.sura.co/o/adaptive-media/image/4735706/Thumbnail-300x300/Debito_Mobile.png?t=1714775487054	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735706/Thumbnail-300x300/Debito_Mobile5bc2.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:53:00	6998/6998	---M--	200	added ('OK')	image/png	etag:%2243a39863%22	https://www.sura.co/o/adaptive-media/image/4735706/Preview-1000x0/Debito_Mobile.png?t=1714775487054	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735706/Preview-1000x0/Debito_Mobile5bc2.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:53:00	7651/7651	---M--	200	added ('OK')	image/png	etag:%22205bae9f%22	https://www.sura.co/o/adaptive-media/image/4735858/Preview-1000x0/Financiados_Mobile.png?t=1714775488500	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735858/Preview-1000x0/Financiados_Mobile8a83.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:53:01	7651/7651	---M--	200	added ('OK')	image/png	etag:%22205bae9f%22	https://www.sura.co/o/adaptive-media/image/4735858/Thumbnail-300x300/Financiados_Mobile.png?t=1714775488500	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735858/Thumbnail-300x300/Financiados_Mobile8a83.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:53:01	11579/11579	---M--	200	added ('OK')	image/png	etag:%22db540cd4%22	https://www.sura.co/o/adaptive-media/image/4735850/Thumbnail-300x300/Financiados_Desktop.png?t=1714775488161	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735850/Thumbnail-300x300/Financiados_Desktop5b4a.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
20:53:01	7009/7009	---M--	200	added ('OK')	image/png	etag:%226782dbf6%22	https://www.sura.co/o/adaptive-media/image/4735850/Preview-1000x0/Financiados_Desktop.png?t=1714775488161	C:/My%20Web%20Sites/sura/www.sura.co/o/adaptive-media/image/4735850/Preview-1000x0/Financiados_Desktop5b4a.png	(from https://www.sura.co/seguros/personas/movilidad/autos/digital)
